SESSION_ID,EVENT_ID,EVENT_TIMESTAMP,PAGE_URL,PUBLISHER_ORDER_ID,ML_MODEL,WIDGET_TYPE,CONV_ORDER_ID,EVENT_CREATED_AT,CUSTOMER_TYPE,EVENT_CLASSIFICATION,DAYS_TO_ATTRIBUTION,DISCOUNT_CODES,EVENT_ORDER_ID_MATCH,IP_MATCH,USER_AGENT_MATCH
6639c130-3af0-4a97-9652-28a90b8a1fe9,8ee34726-7086-4c2c-a0ec-6354d13ff62e,2024-03-13T20:25:22.18Z,https://itsbodily.com/9945841761/checkouts/df2b87633d0850a9f2552b7ea6bed605/thank_you,,bert4recs1,DISCOFEED,5244167815228,2024-03-13T20:25:22.18Z,new,display,3,LUCKY20,FALSE,TRUE,TRUE
93a4489f-69a6-49ee-b008-3bc9ad699ed9,7f273912-1e6b-4fe2-a058-ba00f5b9a1ff,2024-03-13T20:54:52.586Z,https://thisisneeded.com/19532939328/orders/a992f2a2cb19b308d6065fb16cc94aa5,,bert4recs1,DISCOFEED,5245807984700,2024-03-13T20:54:52.586Z,new,display,5,LUCKY15,FALSE,TRUE,TRUE
1e9a7aed-d4f2-4ede-b32e-71dd736ea2f9,dea1f0ef-e9de-4c01-8004-88e0f6bedd20,2024-03-13T21:11:29.883Z,https://shop.hedleyandbennett.com/checkouts/co/20f86073caeb32c94c3f02f30a34e173/thank_you,,bert4recs1,DISCOFEED,5245163175996,2024-03-13T21:11:29.883Z,returning,display,4,LUCKY20,FALSE,TRUE,TRUE
838b125d-e8ff-4870-914a-b14caf7562d4,d3fb029a-a7bf-413e-9138-a84c9c70b4e4,2024-03-13T20:59:51.186Z,https://primallypure.com/8746120/checkouts/887452427e1cc49d8c32b453401c33d7/thank_you,,bert4recs1,DISCOFEED,5245649125436,2024-03-13T20:59:51.186Z,new,display,4,LUCKY20,FALSE,TRUE,FALSE
3e4ae669-30bb-4756-8a4c-2c5784d45e52,276afab5-3dde-49d4-97d9-7687f14eb8dc,2024-03-13T21:02:15.354Z,https://tubbytodd.com/2875564/orders/d72ac33781dc6d68a768e0808fed42e4,,bert4recs1,DISCOFEED,5245603676220,2024-03-13T21:02:15.354Z,returning,display,4,LUCKY20,FALSE,FALSE,FALSE
4ec0b4e8-e741-49aa-98c2-d9dbc6f1d192,49f48da6-0b86-4518-b673-d4a3855e74d7,2024-03-09T00:40:09.254Z,https://tubbytodd.com/checkouts/cn/0bab799afc19dc4c3d8aefcd4eee8e2d/thank_you,,bert4recs1,DISCOFEED,5242572832828,2024-03-09T00:40:09.254Z,returning,display,6,just4u,FALSE,FALSE,FALSE
d4be01d8-4a3d-46c3-aeeb-c0daa9989ceb,797fd730-b464-4432-9d4d-d0de84c6a96d,2024-03-14T01:31:49.277Z,https://tubbytodd.com/checkouts/cn/b9ae8dc0ff0a9467676a62b330f05c8a/thank_you,,bert4recs1,DISCOFEED,5244955820092,2024-03-14T01:31:49.277Z,returning,display,3,LUCKY20,FALSE,TRUE,TRUE
eb2e0174-001b-4dad-be6e-7627dccd67a3,c18c55ba-7531-440e-8eeb-0292e34dd8d3,2024-03-17T23:50:15.267Z,https://trynood.com/checkouts/co/4a6a06c1b7f888a4381e1d59a87679f3/thank_you,,contextual,LEAD_GEN,5246786338876,2024-03-17T23:50:15.267Z,returning,display,1,LUCKY20,FALSE,FALSE,FALSE
2c1e1392-2b08-4355-b209-0df6da1bcf40,3f1df436-122e-45ef-8667-6ac72f6d220a,2024-03-18T00:11:32.597Z,https://tubbytodd.com/checkouts/cn/fd48e4529a1655f81bd155f61d06b613/thank_you,,bert4recs1,DISCOFEED,5246652383292,2024-03-18T00:11:32.597Z,new,display,0,,FALSE,FALSE,FALSE
3eb71251-a5a6-4dfc-8587-38eb604b1ed7,5d838866-1b49-4c81-886d-011fe26cf81a,2024-03-18T01:49:00.904Z,https://otteroo.com/5533125/orders/1c0629ef4705c650c3c86004be57b024,,bert4recs1,DISCOFEED,5245758537788,2024-03-18T01:49:00.904Z,new,display,0,LUCKY20,FALSE,TRUE,FALSE
d13fd25b-1b79-444a-a3a8-307f0cf8cfe9,a85a3361-9310-45ac-b89a-5f3eb27c190a,2024-03-18T01:55:54.184Z,https://www.carvedesigns.com/10112122/checkouts/48d8074871654e2392ace2682f506e1a/thank_you,,bert4recs1,DISCOFEED,5245767483452,2024-03-18T01:55:54.184Z,returning,click,0,LUCKY20,FALSE,TRUE,TRUE
644e24fe-6d2f-41c8-a4c1-7181f2ed3dcd,e6a81dd8-7c2f-4168-ae91-315bf9f562c4,2024-03-18T01:57:59.432Z,https://shop.onewillow.com/15958015/checkouts/1e132cb9ca2674c45c71388feb811d37/thank_you,,bert4recs1,DISCOFEED,5245788979260,2024-03-18T01:57:59.432Z,returning,display,0,LUCKY20,FALSE,TRUE,TRUE
e08aeae3-d07c-42c8-ae0f-ba9c3bf3bb57,5c2ee127-c666-4321-a0fa-7cc4e33772d9,2024-03-11T14:47:27.648Z,https://www.getrael.com/checkouts/co/da5186742a2a74e2a8c04b8b8570628f/thank_you,,contextual,LEAD_GEN,5243845705788,2024-03-11T14:47:27.648Z,returning,display,5,LUCKY20,FALSE,FALSE,FALSE
13dcc4ec-4e09-4457-9a9a-1a3e9411b131,0cc78b2b-ab04-4982-8dcc-b88a08f4ffe4,2024-03-14T22:23:49.357Z,https://tubbytodd.com/2875564/orders/3a011f14b36967b12576fdd101504f5d,,bert4recs1,DISCOFEED,5241975930940,2024-03-14T22:23:49.357Z,returning,display,1,LPP20PVXR0,FALSE,TRUE,TRUE
9ac11868-d2f6-48de-9217-543a6433ed40,7b868edf-42ab-4aff-9e16-a3d611aecd6d,2024-03-14T22:46:51.356Z,https://tubbytodd.com/2875564/orders/2775309cf1313e4b0e1dfbd30773db14,,bert4recs1,DISCOFEED,5241969639484,2024-03-14T22:46:51.356Z,returning,display,1,LUCKY20,FALSE,TRUE,TRUE
d07da3ea-9367-49ca-9724-997f82b29772,a832feda-84b2-4a69-8951-5696284641f4,2024-03-12T00:43:24.514Z,https://www.newtonbaby.com/7920323/checkouts/c54966278db21e100695212c4272fec8/thank_you,,contextual,LEAD_GEN,5245527425084,2024-03-12T00:43:24.514Z,new,display,5,LUCKY15,FALSE,TRUE,TRUE
b943a323-1c3a-412f-95be-dce0f47f8825,ae216ff2-acd9-4c48-9f11-8112bf7ba605,2024-03-13T03:35:39.16Z,https://tubbytodd.com/checkouts/cn/8df4e6d59dc0fc6284c6db14654901d5/thank_you,,bert4recs1,DISCOFEED,5242914734140,2024-03-13T03:35:39.16Z,new,display,2,LUCKY20,FALSE,TRUE,FALSE
1b1aaa74-d23b-4832-89d5-5b1c2f389e5a,440dd7b3-06f4-43bf-869b-022a806d84d4,2024-03-14T23:40:31.441Z,https://consciouslybaby.com/5288296548/orders/39613bf164b7d40c4ce969d3e6931308,,bert4recs1,DISCOFEED,5245733863484,2024-03-14T23:40:31.441Z,returning,display,4,Custom discount,FALSE,FALSE,FALSE
03843c56-670f-4d70-8588-d33a9404fec5,b8475ae1-9193-4921-b856-8520d9e89726,2024-03-14T23:55:34.049Z,https://tubbytodd.com/2875564/orders/977f40399a1a082a88f17090b15a80f2,,bert4recs1,DISCOFEED,5246230102076,2024-03-14T23:55:34.049Z,new,display,4,LUCKY20,FALSE,FALSE,TRUE
31c485a4-59ed-4fb9-9b30-91e9647aa57b,80fc8fa8-367a-4649-9072-958c4935aef5,2024-03-15T00:04:56.597Z,https://thisisneeded.com/checkouts/co/ec30784e8175093383800d1afa4a426f/thank_you,,bert4recs1,DISCOFEED,5245789208636,2024-03-15T00:04:56.597Z,returning,display,3,LUCKY20,FALSE,TRUE,FALSE
621871c4-858c-42ea-9eaf-fa641b803f22,214ed9a0-02dc-46cd-a510-52ef4bb95e1e,2024-03-09T01:46:48.505Z,https://tubbytodd.com/checkouts/cn/bdc2398008740136a7782bb3e1ab7bcb/thank_you,,bert4recs1,DISCOFEED,5242468073532,2024-03-09T01:46:48.505Z,returning,display,6,LUCKY20,FALSE,TRUE,FALSE
0e11a257-4ed9-43c7-a8be-137a4c001910,4a208a73-ba13-4683-8968-a1c904b43001,2024-03-09T01:54:51.897Z,https://www.loveinfaith.life/4215930947/checkouts/7f030c8ca7c05ba6ebdc75360b984bf3/thank_you,,bert4recs1,DISCOFEED,5243438039100,2024-03-09T01:54:51.897Z,lapsed,display,7,LUCKY20,FALSE,TRUE,FALSE
c25de6ed-71ce-42c1-ad06-b47d7c33d294,98bc5b9b-9dde-468d-bb3e-a7f417cc95ef,2024-03-11T21:15:00.48Z,https://itsbodily.com/9945841761/orders/bbb5ef9104cd84b91e28ae8a651f2704,,bert4recs1,DISCOFEED,5245274062908,2024-03-11T21:15:00.48Z,returning,display,6,LUCKY20,FALSE,TRUE,TRUE
900e8484-17b1-47c4-8ae6-3f53c7626b7b,d3f245ba-030d-44b1-a82d-f46974ad5403,2024-03-15T12:06:31.027Z,https://tubbytodd.com/checkouts/cn/8318ee0f2e9e27babbc34ba43fc656cd/thank_you,,bert4recs1,DISCOFEED,5243081195580,2024-03-15T12:06:31.027Z,returning,display,0,,FALSE,TRUE,FALSE
8eeb81e3-bff1-4590-852a-8ce47964d3a2,9a2b6e1d-3631-46ad-93c8-6abc9ca75849,2024-03-15T12:53:15.148Z,https://sundaycitizen.co/checkouts/cn/b0177646b8f46f1ec9603e40bc3cf0fd/thank_you,,bert4recs1,DISCOFEED,5242672644156,2024-03-15T12:53:15.148Z,new,display,0,LUCKY20,FALSE,TRUE,TRUE
5d3d9114-8f6a-466c-b764-745a0bff7333,0a6e5200-8fe7-46ab-a9cb-1967a2eebd2f,2024-03-15T13:06:40.919Z,https://checkout.iliabeauty.com/1272332/orders/100b958889025e43e0d3328a22ca2838,,bert4recs1,DISCOFEED,5244113649724,2024-03-15T13:06:40.919Z,new,display,1,LUCKY20,FALSE,TRUE,TRUE
3b21ac8b-6c8d-4c12-8653-10a50968ca46,f2ab0cf3-95bd-47af-b6fa-ef120ec5b529,2024-03-15T15:26:01.743Z,https://tubbytodd.com/2875564/orders/93bbd6c3839edd5fb105a55fdbcadc1a,,bert4recs1,DISCOFEED,5245194108988,2024-03-15T15:26:01.743Z,new,display,2,,FALSE,FALSE,FALSE
9ef285a2-8e75-49a2-996c-2b2ac449853e,a50bd4c4-0faa-4474-a569-5b02e1b53674,2024-03-15T19:15:06.133Z,https://www.wonderyoutdoors.com/12741983/orders/f06921097ad6ac2cd859288159754683,,bert4recs1,DISCOFEED,5243392786492,2024-03-15T19:15:06.133Z,returning,display,1,,FALSE,TRUE,TRUE
23da2676-d221-4d5e-afb6-9e01857e3b6d,4805b2d7-8171-4d60-b213-49fbb9398638,2024-03-15T19:56:01.423Z,https://www.honest.com/order-confirmation?ID=HDC16545658PD&token=-oIU3_uah20J15zrbJJjfO6xTrDtH27Yqp00cxcTuB0,,bert4recs1,DISCOFEED,5244807217212,2024-03-15T19:56:01.423Z,returning,display,2,LUCKY20,FALSE,FALSE,TRUE
63687a6d-19f9-4a9a-9be2-b6d5c92515ad,9bd0cd7a-42f7-42dd-a374-c5ebee907362,2024-03-15T20:04:31.474Z,https://www.newtonbaby.com/7920323/orders/c7913860d0ad618286c7fd7109fee285,,contextual,LEAD_GEN,5245789634620,2024-03-15T20:04:31.474Z,new,display,3,LUCKY20,FALSE,FALSE,TRUE
c1a2323c-47cf-43b7-8ec2-67b665b66e0b,d2018b20-72bf-42f4-b6ea-ad48b86559bd,2024-03-15T20:24:17.499Z,https://shop.onewillow.com/15958015/checkouts/9e27fb82b70fd27459987ff431a98b70/thank_you,,contextual,LEAD_GEN,5246080909372,2024-03-15T20:24:17.499Z,new,display,3,LUCKY20,FALSE,TRUE,TRUE
ffa9dacf-e16c-4be4-b0c4-69636538f4d5,a6c85ba4-890e-435a-9341-91f306e09441,2024-03-15T17:53:30.014Z,https://vitruvi.com/checkouts/co/7d9112cdc27180b0565b8c341f609249/thank_you,,bert4recs1,DISCOFEED,5246522490940,2024-03-15T17:53:30.014Z,returning,display,3,,FALSE,FALSE,FALSE
7f41f4ea-3ee3-48bd-a01b-b3181f887769,356dd6fe-d27d-484a-bde7-a8aed3e3d08f,2024-03-17T02:57:37.742Z,https://electricpicks.com/checkouts/co/4267dd6bf094b582b8d655fa6e65fe1b/thank_you,,bert4recs1,DISCOFEED,5245666623548,2024-03-17T02:57:37.742Z,returning,display,1,LUCKY20,FALSE,FALSE,FALSE
0a204d6d-88aa-4190-8bef-42cd31b53429,97b61ca6-9b21-47e5-bb0a-74d0f278beb1,2024-03-16T19:23:20.957Z,https://checkout.tula.com/checkouts/co/2841205db09179d4846c4b6c466fc698/thank_you,,bert4recs1,DISCOFEED,5244273164348,2024-03-16T19:23:20.957Z,new,display,0,LUCKY20,FALSE,TRUE,TRUE
3ae60092-0ddb-48fe-aabb-eb780752c04d,8ebba488-3f3a-40e8-b534-297121526a6e,2024-03-18T15:01:06.75Z,https://checkout.iliabeauty.com/checkouts/co/e93561a11fe6364909f2368315bd27e3/thank_you,,bert4recs1,DISCOFEED,5246373724220,2024-03-18T15:01:06.75Z,new,click,0,HELLOSNACK,FALSE,TRUE,TRUE
a973703b-8d71-4247-a0e4-f8db58efedcb,f50ce356-5a26-43f7-8345-ebd5876a976a,2024-03-11T15:19:41.615Z,https://www.moonglow.com/24863224/orders/87efdda520c4405704e6958242bd8610,,bert4recs1,DISCOFEED,5243873722428,2024-03-11T15:19:41.615Z,new,display,5,LUCKY20,FALSE,FALSE,FALSE
42fe9930-ac4f-4050-9411-aae249e1956f,b1935d9b-e493-4031-8093-627a20f00c99,2024-03-11T23:34:48.654Z,https://itsbodily.com/9945841761/orders/a18252235980d28e1162b0350385d3de,,bert4recs1,DISCOFEED,5244028551228,2024-03-11T23:34:48.654Z,returning,display,5,LUCKY20,FALSE,FALSE,TRUE
ba7b3b93-3570-44cc-9380-f68299b6cb93,19a7e722-e5bd-4488-8e4c-c069c8f8c5ff,2024-03-17T01:15:33.79Z,https://shop.hedleyandbennett.com/1870608/checkouts/1da76adc5340f4eebd70163d730bc98e/thank_you,,bert4recs1,DISCOFEED,5245101768764,2024-03-17T01:15:33.79Z,new,display,0,LUCKY20,FALSE,FALSE,FALSE
a7fc398e-a2bf-467a-8bb6-ffa31e884eb7,f3a5ad54-793d-4ff4-b918-a19c7970db94,2024-03-17T14:34:55.737Z,https://tubbytodd.com/checkouts/cn/d4faef2ae8a147132cb5592997be329a/thank_you,,bert4recs1,DISCOFEED,5245780754492,2024-03-17T14:34:55.737Z,returning,display,1,LPSIXCCDCH,FALSE,FALSE,FALSE
1aa91bd0-5754-47a7-8070-4a3bfe7c4781,6e120578-61c4-4b01-80cd-18a42cf89de6,2024-03-17T14:25:02.5Z,https://tubbytodd.com/2875564/orders/184dbcf2ae102852451080a603314f85,,bert4recs1,DISCOFEED,5245405364284,2024-03-17T14:25:02.5Z,new,display,0,LUCKY20,FALSE,TRUE,TRUE
c10cf3bf-1907-4363-ab86-80b7fdbce4cc,c651fb42-8f67-40be-b172-6fffce4340ab,2024-03-12T16:38:12.829Z,https://tubbytodd.com/checkouts/cn/efeb9152f648b57a00188b6e1082df31/thank_you,,bert4recs1,DISCOFEED,5242085179452,2024-03-12T16:38:12.829Z,new,display,3,LUCKY20,FALSE,FALSE,TRUE
c1a80c91-e137-4145-b71e-9f54c4861a0e,7d72562a-bdb0-450e-9d80-9129c02cd493,2024-03-14T21:14:00.786Z,https://tubbytodd.com/checkouts/cn/502ab918059bcc7df9f7cd76b593de12/thank_you,,contextual,LEAD_GEN,5244128297020,2024-03-14T21:14:00.786Z,new,display,2,LUCKY20,FALSE,FALSE,FALSE
5710bc64-3e3d-435b-bfc7-83eca4bc273e,433e2b1f-7e3f-4dbe-8ecd-1418caa17046,2024-03-12T21:22:34.237Z,https://beachwaver.com/4525481/orders/9013576b4f0ff2a4bf0d42e3ff46aae1,,bert4recs1,DISCOFEED,5246578131004,2024-03-12T21:22:34.237Z,new,display,6,LUCKY20,FALSE,FALSE,FALSE
08a8e3a9-0051-4c66-9e48-12ff6cb4f5ec,fb352fab-7b9a-497e-bed0-86df34d666fa,2024-03-12T21:42:59.534Z,https://beachwaver.com/4525481/checkouts/22c592725f114f5027232cef7fdff8d9/thank_you,,contextual,DISCOFEED,5246520459324,2024-03-12T21:42:59.534Z,returning,display,6,,FALSE,FALSE,FALSE
ea29b353-cc55-4e8e-bf38-6560988a4938,1e3ccba4-412f-463e-b155-256ae4637abd,2024-03-12T21:33:37.318Z,https://www.newtonbaby.com/7920323/orders/ee2745e0be210c6042022543273baac7,,bert4recs1,DISCOFEED,5242140786748,2024-03-12T21:33:37.318Z,returning,display,3,LUCKY20,FALSE,FALSE,TRUE
a0e360e0-c687-4793-8097-1606a684833c,6f884b11-fa54-4b74-a452-60ede1237a91,2024-03-12T21:44:37.519Z,https://tubbytodd.com/checkouts/cn/1aea0573fc8505483c20eca9d61db376/thank_you,,bert4recs1,DISCOFEED,5242747650108,2024-03-12T21:44:37.519Z,returning,display,3,LPP7XCMY5J,FALSE,FALSE,FALSE
2b86f1c7-b5e9-4647-9c92-7f08259b451a,5a846b05-eb88-47a9-9b86-08e208248bdd,2024-03-12T04:02:01.837Z,https://beachwaver.com/4525481/orders/07cda7ad7df5083b6ec07a2427a31eba,,contextual,DISCOFEED,5245574873148,2024-03-12T04:02:01.837Z,returning,display,5,EMPLOYEE60,FALSE,FALSE,FALSE
74862292-f69e-4cab-ab6c-0f4d95967bc2,bead7e2f-dc95-4008-b2f0-25f93ef9bbf6,2024-03-12T05:16:42.858Z,https://tubbytodd.com/2875564/orders/459dfa474bc200a9b6a115a5dc55cdc1,,bert4recs1,DISCOFEED,5245801693244,2024-03-12T05:16:42.858Z,new,display,6,LUCKY20,FALSE,TRUE,FALSE
121271ee-0f2c-4265-8363-091efff6fdd9,accd24cd-7596-4210-9825-b922ad1ab79e,2024-03-12T05:32:13.448Z,https://itsbodily.com/9945841761/orders/64175b06227c67c359933492b9670d03,,contextual,LEAD_GEN,5246677385276,2024-03-12T05:32:13.448Z,new,display,6,,FALSE,TRUE,FALSE
74ae2b90-f00a-488c-a498-1af4919ad25f,9102c9f1-06ca-4ce1-95f7-aba463c34956,2024-03-13T23:48:29.341Z,https://www.diviofficial.com/59138605225/orders/70f66ba228f79a9498009754137fe14f,,bert4recs1,DISCOFEED,5244443197500,2024-03-13T23:48:29.341Z,new,display,3,LUCKY20,FALSE,TRUE,FALSE
c45e4ba3-ae2a-46b1-b62f-59f793955880,84a9fa3c-f6d8-4792-9ed4-25ca401e330e,2024-03-13T23:48:19.033Z,https://www.newtonbaby.com/7920323/checkouts/53572faee29f70fbe2247ed1e45f9a8b/thank_you,,bert4recs1,DISCOFEED,5242690306108,2024-03-13T23:48:19.033Z,returning,display,2,LUCKY20,FALSE,TRUE,FALSE
7528391a-0ea6-4520-b0cd-5400de220f28,6425ec78-1bcb-41bb-b273-c9f36e5badab,2024-03-15T04:35:55.2Z,https://tubbytodd.com/checkouts/cn/eae2280a91de1ebf58a98db843854001/thank_you,,contextual,LEAD_GEN,5246346494012,2024-03-15T04:35:55.2Z,returning,display,3,,FALSE,FALSE,FALSE
f6d7281e-fd4a-45f2-80ad-dd93722dd16a,0b736081-2a46-4b66-8a16-fa83d538c8d1,2024-03-15T04:59:47.03Z,https://checkout.iliabeauty.com/checkouts/co/7e2020af621cbeae392654dbf43c15b1/thank_you,,bert4recs1,DISCOFEED,5243789180988,2024-03-15T04:59:47.03Z,new,display,1,LUCKY20,FALSE,FALSE,FALSE
8c6593d6-6eae-45b4-a903-4a1d01bddd0b,ebd23081-f413-4755-b3a4-d2ffe4c04ad0,2024-03-17T12:13:24.311Z,https://checkout.tula.com/17369637/checkouts/1553a9a843410e30adb1cf9bc1d5820e/thank_you,,bert4recs1,DISCOFEED,5245156393020,2024-03-17T12:13:24.311Z,returning,display,0,LUCKY20,FALSE,TRUE,TRUE
5993adfd-4501-46b4-979d-23d3aecc73d2,d8d1297e-c87f-401b-a272-ffb5a60eea35,2024-03-16T00:35:14.711Z,https://www.seavees.com/5613333/orders/a0ab49f257c921290a20c1a404b15e16,,contextual,LEAD_GEN,5243428143164,2024-03-16T00:35:14.711Z,new,display,0,LUCKY20,FALSE,TRUE,TRUE
d1c75682-d910-461c-95bc-f11f8adf0895,d8a26ac1-703a-4a47-9af5-67a546f6811f,2024-03-16T00:43:50.098Z,https://www.madrabbit.com/7641563234/orders/1cb16f2e925ad9fc003635e101d3cc4e,,bert4recs1,DISCOFEED,5245847633980,2024-03-16T00:43:50.098Z,new,display,2,LUCKY20,FALSE,FALSE,FALSE
a033e231-3b1d-41cf-b7ff-9755a8f93bf2,40eac649-c8da-4f7a-b1d5-18bba108264e,2024-03-16T01:10:51.821Z,https://tubbytodd.com/2875564/orders/33e45ecc1606e5bf23778ef168ce8e81,,bert4recs1,DISCOFEED,5246461607996,2024-03-16T01:10:51.821Z,new,display,2,,FALSE,TRUE,TRUE
1ccfb57a-4f11-4e39-82c1-9df3a16e09f0,7518a0d6-8761-41dc-b63c-3d6132282e41,2024-03-18T00:12:23.293Z,https://drinkwildwonder.com/checkouts/cn/4559cd72ef423a55884d4aec13dce08b/thank_you,,bert4recs1,DISCOFEED,5246525440060,2024-03-18T00:12:23.293Z,returning,display,0,LUCKY20,FALSE,TRUE,TRUE
9bbe58dc-248c-4e87-b58b-3cd464369b67,8f2e6169-245a-4d42-b273-3daf491db893,2024-03-16T17:16:51.602Z,https://www.afloral.com/13344597/checkouts/3d5ba1677aa24d681311a8f1538636aa/thank_you,,bert4recs1,DISCOFEED,5245153247292,2024-03-16T17:16:51.602Z,returning,display,1,LUCKY20,FALSE,TRUE,FALSE
eba2ab1b-469c-4cac-8ae2-691c99065923,34bd5290-5161-4a57-86ec-7fd97ac8c2ae,2024-03-16T17:34:39.839Z,https://www.newtonbaby.com/checkouts/co/64e71b8a3aed83e4bf1f67f4c7384516/thank_you,,bert4recs1,DISCOFEED,5246270963772,2024-03-16T17:34:39.839Z,new,display,2,,FALSE,TRUE,TRUE
af7bed8d-d66a-484e-a2a1-619e624a2786,9c73d5bc-29a5-49b4-b562-56f4532dedfa,2024-03-16T18:07:06.424Z,https://www.newtonbaby.com/7920323/orders/9467074defc33068251ba14ba08fcc37,,bert4recs1,DISCOFEED,5244229517372,2024-03-16T18:07:06.424Z,new,display,0,LUCKY20,FALSE,TRUE,TRUE
f73db9c5-b332-4ecb-b316-7986344929b1,9dc1f28a-0282-4323-8a4e-6cf79b4151d6,2024-03-10T19:06:58.795Z,https://qalo.com/checkouts/co/a11760f09dd6712b1025c21b89851432/thank_you,,bert4recs1,DISCOFEED,5244945924156,2024-03-10T19:06:58.795Z,returning,display,7,LUCKY20,FALSE,TRUE,FALSE
fd140dc6-7cd1-43d8-8b8d-4f4609d57e01,e7af7ab2-8c3c-4c8f-8c0d-aab7da3ca960,2024-03-10T19:21:05.097Z,https://tubbytodd.com/checkouts/cn/5c04910d48f54f8a4b19d421ea3c96b4/thank_you,,bert4recs1,DISCOFEED,5245382295612,2024-03-10T19:21:05.097Z,returning,display,7,LP2V6C1PEB,FALSE,FALSE,TRUE
5b080b1b-6eab-46bd-be9c-7c537d4bbc3e,ac826ed1-2845-4e48-919c-4dccf4407dcb,2024-03-13T18:30:46.372Z,https://tubbytodd.com/2875564/orders/53b49be470f5b45925a223ece66a5f91,,bert4recs1,DISCOFEED,5243138572348,2024-03-13T18:30:46.372Z,new,display,2,LUCKY20,FALSE,TRUE,TRUE
