PUBLISHER_NAME,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND,RPM
Love in Faith,Tailored Pet Nutrition,1,,,0,0.00,
Love in Faith,RiotSociety.com,1,,,0,0.00,
Sol de Janeiro,Laura Geller,73724,15,0,1384,17520.00,237.64310000
Sol de Janeiro,Liquid I.V.,24518,35,0,121,3010.00,122.76695000
Sol de Janeiro,Caden Lane,19363,31,20,23,580.00,29.95404000
Sol de Janeiro,MANSCAPED,10327,,,0,0.00,
Sol de Janeiro,Beyond Polish,8164,8,0,9,64.00,7.83929000
Sol de Janeiro,Glamnetic,8093,30,10,115,2180.00,269.36859000
Sol de Janeiro,BlendJet,7645,10,5,10,85.00,11.11838000
Sol de Janeiro,LIVELY,7130,35,20,78,2110.00,295.93268000
Sol de Janeiro,Lollipetals,5165,22,10,4,88.00,17.03775000
Sol de Janeiro,Dagne Dover,5072,27,18,28,613.00,120.85962000
Sol de Janeiro,Tower 28 Beauty,4462,15,5,121,1415.00,317.12237000
Sol de Janeiro,Dr. Squatch,4446,25,1,13,62.00,13.94512000
Sol de Janeiro,wildwonder,4426,20,0,1,20.00,4.51875000
Sol de Janeiro,Little Words Project,4322,15,10,225,2845.00,658.26006000
Sol de Janeiro,Dollar Shave Club,4072,30,5,14,175.00,42.97642000
Sol de Janeiro,biom,3850,,,0,0.00,
Sol de Janeiro,Mario Badescu Skin Care,3687,15,6,9,104.00,28.20721000
Sol de Janeiro,True Classic,3377,45,0,3,135.00,39.97631000
Sol de Janeiro,Love in Faith,2904,10,3,32,208.00,71.62534000
Sol de Janeiro,Canopy,2608,15,0,7,105.00,40.26074000
Sol de Janeiro,Beginning Boutique,2602,25,10,8,140.00,53.80477000
Sol de Janeiro,Finn + Emma,2576,,,0,0.00,
Sol de Janeiro,ILIA,2393,20,20,9,180.00,75.21939000
Sol de Janeiro,120/Life,1881,,,0,0.00,
Sol de Janeiro,Girlfriend Collective,1821,25,5,18,125.00,68.64360000
Sol de Janeiro,Kindra,1795,30,5,8,215.00,119.77716000
Sol de Janeiro,Buffbunny Collection,1714,12,4,103,676.00,394.39907000
Sol de Janeiro,SolaWave,1643,50,10,38,1140.00,693.85271000
Sol de Janeiro,AAVRANI,1631,60,50,1,60.00,36.78725000
Sol de Janeiro,"Dermaclara, LLC",1399,15,10,19,210.00,150.10722000
Sol de Janeiro,INH Hair,1392,40,10,16,410.00,294.54023000
Sol de Janeiro,12|12,1381,25,10,1,25.00,18.10282000
Sol de Janeiro,MantraBand,1370,35,10,20,425.00,310.21898000
Sol de Janeiro,Oradina,1359,125,20,11,745.00,548.19720000
Sol de Janeiro,Mented Cosmetics,1222,,,0,0.00,
Sol de Janeiro,Shinesty,1213,41,31,18,565.00,465.78730000
Sol de Janeiro,Branch,1181,45,45,1,45.00,38.10330000
Sol de Janeiro,Posh Peanut,1158,,,0,0.00,
Sol de Janeiro,Dame,1153,35,35,9,315.00,273.20035000
Sol de Janeiro,Newton Baby,1144,,,0,0.00,
Sol de Janeiro,Boie USA,1139,8,5,8,55.00,48.28797000
Sol de Janeiro,Volcom,1122,15,8,7,70.00,62.38859000
Sol de Janeiro,Sijo,1081,80,40,3,200.00,185.01388000
Sol de Janeiro,Le Mini Macaron,1068,25,20,16,385.00,360.48689000
Sol de Janeiro,Ancient Nutrition,1039,25,10,55,595.00,572.66603000
Sol de Janeiro,SureThik,971,,,0,0.00,
Sol de Janeiro,Bala,969,,,0,0.00,
Sol de Janeiro,Afloral,949,30,20,1,30.00,31.61222000
Sol de Janeiro,Altitude Functional Beverages,914,,,0,0.00,
Sol de Janeiro,Airsign,877,,,0,0.00,
Sol de Janeiro,Ami Colé,847,20,5,3,30.00,35.41913000
Sol de Janeiro,Bad Birdie,819,50,5,37,935.00,1141.63614000
Sol de Janeiro,UNTUCKit,813,,,0,0.00,
Sol de Janeiro,Winky Lux,765,22,11,24,374.00,488.88889000
Sol de Janeiro,Gibsonlook,746,38,18,19,482.00,646.11260000
Sol de Janeiro,Airo Collective,725,,,0,0.00,
Sol de Janeiro,For Days,715,30,15,7,135.00,188.81119000
Sol de Janeiro,jane iredale,693,20,5,44,190.00,274.17027000
Sol de Janeiro,NEIWAI,693,40,20,7,200.00,288.60029000
Sol de Janeiro,Carve Designs,678,56,10,11,290.00,427.72861000
Sol de Janeiro,Alkavida,643,,,0,0.00,
Sol de Janeiro,Wolf & Shepherd,621,50,15,15,400.00,644.12238000
Sol de Janeiro,Blessed Be Magick,613,,,0,0.00,
Sol de Janeiro,Nampons LLC,610,,,0,0.00,
Sol de Janeiro,Highline Wellness,609,35,7,1,7.00,11.49425000
Sol de Janeiro,Bandier,567,,,0,0.00,
Sol de Janeiro,QALO,558,7,4,1,4.44,7.95699000
Sol de Janeiro,Tubby Todd Bath Co.,549,10,0,1,0.00,0.00000000
Sol de Janeiro,A Kids Co.,524,,,0,0.00,
Sol de Janeiro,Sunday Citizen,505,73,52,18,1080.00,2138.61386000
Sol de Janeiro,Projects Watches,480,,,0,0.00,
Sol de Janeiro,Nood,455,,,0,0.00,
Sol de Janeiro,Electric Picks Jewelry,454,30,15,28,615.00,1354.62555000
Sol de Janeiro,Winged Wellness,433,25,15,3,65.00,150.11547000
Sol de Janeiro,Alpyn Beauty,418,40,20,2,60.00,143.54067000
Sol de Janeiro,Caraway,413,,,0,0.00,
Sol de Janeiro,Manduka,408,32,19,2,51.00,125.00000000
Sol de Janeiro,Monica & Andy Inc.,407,45,10,1,10.00,24.57002000
Sol de Janeiro,Thorlos,400,15,5,5,35.00,87.50000000
Sol de Janeiro,Love Your Melon,399,,,0,0.00,
Sol de Janeiro,Leeway Home,393,,,0,0.00,
Sol de Janeiro,Fuse Lenses,382,15,8,1,15.00,39.26702000
Sol de Janeiro,Blueland,374,,,0,0.00,
Sol de Janeiro,My Girl Wellness,373,,,0,0.00,
Sol de Janeiro,Amberjack,342,,,0,0.00,
Sol de Janeiro,Willow Pumps,336,80,0,3,240.00,714.28571000
Sol de Janeiro,Snuggle Me Organic,335,,,0,0.00,
Sol de Janeiro,AVEC,331,,,0,0.00,
Sol de Janeiro,IVL Collective,310,,,0,0.00,
Sol de Janeiro,Julep,308,10,0,3,30.00,97.40260000
Sol de Janeiro,Waterboy,288,25,10,6,90.00,312.50000000
Sol de Janeiro,HATCH,274,40,10,2,0.00,0.00000000
Sol de Janeiro,Elevated Faith,273,,,0,0.00,
Sol de Janeiro,Anyday,267,,,0,0.00,
Sol de Janeiro,Seoul Ceuticals,264,,,0,0.00,
Sol de Janeiro,Koio,259,,,0,0.00,
Sol de Janeiro,M.M.LaFleur,253,150,62,10,1090.00,4308.30040000
Sol de Janeiro,Character Home,252,,,0,0.00,
Sol de Janeiro,Bask Suncare,244,40,20,1,20.00,81.96721000
Sol de Janeiro,Licorice,237,,,0,0.00,
Sol de Janeiro,SeaVees,235,10,10,3,30.00,127.65957000
Sol de Janeiro,August Uncommon Tea,232,,,0,0.00,
Sol de Janeiro,SACHEU Beauty,231,10,4,2,14.00,60.60606000
Sol de Janeiro,Pretzels.com,227,,,0,0.00,
Sol de Janeiro,Better & Better,213,25,10,4,50.00,234.74178000
Sol de Janeiro,Foria,210,20,16,1,20.00,95.23810000
Sol de Janeiro,Aura Bora,205,30,10,1,30.00,146.34146000
Sol de Janeiro,Dakine,203,20,13,5,99.00,487.68473000
Sol de Janeiro,Spyder,185,15,7,5,43.00,232.43243000
Sol de Janeiro,Tini Lux,184,30,5,8,45.00,244.56522000
Sol de Janeiro,INBLOOM,182,35,25,1,25.00,137.36264000
Sol de Janeiro,good light,179,20,20,2,60.00,335.19553000
Sol de Janeiro,Homesick Candles,178,24,15,1,14.87,83.53933000
Sol de Janeiro,Birthdate Co.,176,,,0,0.00,
Sol de Janeiro,KA! Empathogenics,175,,,0,0.00,
Sol de Janeiro,Billy Reid,174,,,0,0.00,
Sol de Janeiro,The CrunchCup,172,,,0,0.00,
Sol de Janeiro,Baby Delight,171,,,0,0.00,
Sol de Janeiro,Create,170,35,15,10,165.00,970.58824000
Sol de Janeiro,eyebobs,170,,,0,0.00,
Sol de Janeiro,Muslin Comfort,165,75,5,3,20.00,121.21212000
Sol de Janeiro,Juna,163,45,15,3,45.00,276.07362000
Sol de Janeiro,Baby Tula,161,,,0,0.00,
Sol de Janeiro,doublesoul,160,50,30,3,130.00,812.50000000
Sol de Janeiro,Tushbaby,155,18,5,1,18.00,116.12903000
Sol de Janeiro,Zonarch,151,,,0,0.00,
Sol de Janeiro,Wildfang,151,80,15,3,45.00,298.01325000
Sol de Janeiro,The Plug Drink,145,,,0,0.00,
Sol de Janeiro,Nuudii System,144,21,15,2,30.00,208.33333000
Sol de Janeiro,Dropps,139,25,5,4,20.00,143.88489000
Sol de Janeiro,Bed Babe,139,,,0,0.00,
Sol de Janeiro,Snowyskin,138,40,4,1,40.00,289.85507000
Sol de Janeiro,Kate Quinn,137,,,0,0.00,
Sol de Janeiro,Hydrant,135,,,0,0.00,
Sol de Janeiro,Baby K'tan,133,,,0,0.00,
Sol de Janeiro,Giapenta,132,,,0,0.00,
Sol de Janeiro,Distil Union,132,,,0,0.00,
Sol de Janeiro,Jungmaven,122,,,0,0.00,
Sol de Janeiro,Softies,116,27,14,5,121.50,1047.41379000
Sol de Janeiro,Inamorata,113,,,0,0.00,
Sol de Janeiro,Seafolly Australia,111,,,0,0.00,
Sol de Janeiro,Thousand Fell,110,,,0,0.00,
Sol de Janeiro,Cadence,110,,,0,0.00,
Sol de Janeiro,Common Era Jewelry,109,,,0,0.00,
Sol de Janeiro,Hedley & Bennett,108,40,25,1,24.97,231.20370000
Sol de Janeiro,Modern Picnic,105,,,0,0.00,
Sol de Janeiro,Siete Foods,103,,,0,0.00,
Sol de Janeiro,Wren + Glory,102,,,0,0.00,
Sol de Janeiro,Moonglow,99,20,15,1,15.00,151.51515000
Sol de Janeiro,Natalist Co.,99,,,0,0.00,
Sol de Janeiro,Food Huggers,98,,,0,0.00,
Sol de Janeiro,BelliWelli,97,,,0,0.00,
Sol de Janeiro,California Arts,94,,,0,0.00,
Sol de Janeiro,Opopop,94,,,0,0.00,
Sol de Janeiro,DEUX,94,,,0,0.00,
Sol de Janeiro,Resist Nutrition,90,,,0,0.00,
Sol de Janeiro,Bokksu Market,89,,,0,0.00,
Sol de Janeiro,BuddyLove,88,30,15,1,15.00,170.45455000
Sol de Janeiro,happy being,88,,,0,0.00,
Sol de Janeiro,Som Sleep,87,,,0,0.00,
Sol de Janeiro,TriLASTIN,85,40,10,1,40.00,470.58824000
Sol de Janeiro,Bodily,85,,,0,0.00,
Sol de Janeiro,EVER Skincare,81,,,0,0.00,
Sol de Janeiro,Joanna Vargas Skincare,79,,,0,0.00,
Sol de Janeiro,Solly Baby,78,,,0,0.00,
Sol de Janeiro,Saranoni Luxury Blankets,78,,,0,0.00,
Sol de Janeiro,SENREVE,75,90,40,1,40.00,533.33333000
Sol de Janeiro,Ry & Pen,75,,,0,0.00,
Sol de Janeiro,Bloomscape,74,,,0,0.00,
Sol de Janeiro,Clover by CLOVE + HALLOW,72,17,12,1,12.00,166.66667000
Sol de Janeiro,Doré,71,,,0,0.00,
Sol de Janeiro,My Medic,70,,,0,0.00,
Sol de Janeiro,Trace Minerals,69,20,10,2,20.00,289.85507000
Sol de Janeiro,Kinflyte,69,,,0,0.00,
Sol de Janeiro,Wondery,68,,,0,0.00,
Sol de Janeiro,Yana Sleep,67,,,0,0.00,
Sol de Janeiro,Joyja,67,,,0,0.00,
Sol de Janeiro,Dr. Motion,67,,,0,0.00,
Sol de Janeiro,Calin,63,,,0,0.00,
Sol de Janeiro,Dr Sari's Lunar Sync,62,,,0,0.00,
Sol de Janeiro,Petunia Pickle Bottom,62,,,0,0.00,
Sol de Janeiro,MAXPRO Fitness,61,,,0,0.00,
Sol de Janeiro,Ritual Zero Proof,59,35,10,1,10.00,169.49153000
Sol de Janeiro,Storq,58,30,20,1,20.00,344.82759000
Sol de Janeiro,Kortni Jeane,56,,,0,0.00,
Sol de Janeiro,Nanit,55,,,0,0.00,
Sol de Janeiro,Outer Aisle,54,,,0,0.00,
Sol de Janeiro,FRANC,54,,,0,0.00,
Sol de Janeiro,Hello Cake,52,25,20,1,20.00,384.61538000
Sol de Janeiro,Dryft Sleep,52,,,0,0.00,
Sol de Janeiro,EGG New York,52,,,0,0.00,
Sol de Janeiro,Haus of Brilliance,51,,,0,0.00,
Sol de Janeiro,LINHART NYC,51,8,4,1,3.50,68.62745000
Sol de Janeiro,LuminAID,51,,,0,0.00,
Sol de Janeiro,Dirty Labs,50,,,0,0.00,
Sol de Janeiro,Lalo,50,,,0,0.00,
Sol de Janeiro,Lalabu,49,,,0,0.00,
Sol de Janeiro,Tinto Amorio,48,,,0,0.00,
Sol de Janeiro,INTO THE AM,48,,,0,0.00,
Sol de Janeiro,Las Jaras Wines,47,,,0,0.00,
Sol de Janeiro,Seamless Lingerie,47,40,20,1,40.00,851.06383000
Sol de Janeiro,Twillory,47,,,0,0.00,
Sol de Janeiro,jot,46,,,0,0.00,
Sol de Janeiro,CanDo,45,,,0,0.00,
Sol de Janeiro,LightWater Skin,44,,,0,0.00,
Sol de Janeiro,Sunfood Superfoods,44,,,0,0.00,
Sol de Janeiro,ByHeart,43,,,0,0.00,
Sol de Janeiro,Coterie,41,,,0,0.00,
Sol de Janeiro,Brightech,41,,,0,0.00,
Sol de Janeiro,True Made Foods,38,,,0,0.00,
Sol de Janeiro,GhostBed,38,,,0,0.00,
Sol de Janeiro,Bushwick Kitchen,38,,,0,0.00,
Sol de Janeiro,Milton & Goose,37,,,0,0.00,
Sol de Janeiro,Native Pet,36,,,0,0.00,
Sol de Janeiro,Rif Care,36,,,0,0.00,
Sol de Janeiro,Oars + Alps,36,,,0,0.00,
Sol de Janeiro,Gathre,36,,,0,0.00,
Sol de Janeiro,Cali's Books,35,,,0,0.00,
Sol de Janeiro,Why and Whale,34,,,0,0.00,
Sol de Janeiro,Kosterina,34,50,5,1,5.00,147.05882000
Sol de Janeiro,Avocado Green Mattress,33,,,0,0.00,
Sol de Janeiro,OrnamentallyYou,32,,,0,0.00,
Sol de Janeiro,Dreamland Baby,32,,,0,0.00,
Sol de Janeiro,Cardon,31,,,0,0.00,
Sol de Janeiro,Coco Moon,31,,,0,0.00,
Sol de Janeiro,Koot,31,,,0,0.00,
Sol de Janeiro,Popadelics,31,,,0,0.00,
Sol de Janeiro,Mad Rabbit,30,,,0,0.00,
Sol de Janeiro,Raw Botanics,29,,,0,0.00,
Sol de Janeiro,Molekule,29,,,0,0.00,
Sol de Janeiro,Bare Performance Nutrition,28,,,0,0.00,
Sol de Janeiro,Otteroo,27,,,0,0.00,
Sol de Janeiro,ezpz,27,,,0,0.00,
Sol de Janeiro,Fable Home,27,,,0,0.00,
Sol de Janeiro,Once Upon a Farm,27,,,0,0.00,
Sol de Janeiro,Explorer Cold Brew,26,,,0,0.00,
Sol de Janeiro,Felix Gray,25,,,0,0.00,
Sol de Janeiro,ettitude,25,,,0,0.00,
Sol de Janeiro,vitruvi,24,,,0,0.00,
Sol de Janeiro,Fresh Peaches,24,,,0,0.00,
Sol de Janeiro,Jolie,23,,,0,0.00,
Sol de Janeiro,Coffee Bros.,23,,,0,0.00,
Sol de Janeiro,BAZZAAL INC,23,,,0,0.00,
Sol de Janeiro,epi.logic,22,,,0,0.00,
Sol de Janeiro,Elegant Baby,22,,,0,0.00,
Sol de Janeiro,Lunya,22,150,75,10,750.00,34090.90909000
Sol de Janeiro,ZOA Energy,22,,,0,0.00,
Sol de Janeiro,Zensah,21,,,0,0.00,
Sol de Janeiro,Compass Coffee,21,,,0,0.00,
Sol de Janeiro,beam,21,95,0,1,95.00,4523.80952000
Sol de Janeiro,Consciously Baby,21,,,0,0.00,
Sol de Janeiro,Ruggish Co.,20,,,0,0.00,
Sol de Janeiro,JACK HENRY,20,,,0,0.00,
Sol de Janeiro,Siblings,19,,,0,0.00,
Sol de Janeiro,Bear Balanced,19,,,0,0.00,
Sol de Janeiro,Munk Pack,19,,,0,0.00,
Sol de Janeiro,Flying Embers,19,,,0,0.00,
Sol de Janeiro,FullWell,18,,,0,0.00,
Sol de Janeiro,JOI,16,30,15,1,30.00,1875.00000000
Sol de Janeiro,Moon Pals,15,,,0,0.00,
Sol de Janeiro,eeBoo,15,,,0,0.00,
Sol de Janeiro,Surely Wines,15,,,0,0.00,
Sol de Janeiro,Rains,15,,,0,0.00,
Sol de Janeiro,Revolution Cooking,14,,,0,0.00,
Sol de Janeiro,Serenity Kids,14,,,0,0.00,
Sol de Janeiro,CoverFX,14,,,0,0.00,
Sol de Janeiro,woolino,14,,,0,0.00,
Sol de Janeiro,Divya's,13,,,0,0.00,
Sol de Janeiro,Ellie & Becks,13,,,0,0.00,
Sol de Janeiro,Frog Hollow Farm,13,,,0,0.00,
Sol de Janeiro,Green Paper Products,13,,,0,0.00,
Sol de Janeiro,Evergreen,13,,,0,0.00,
Sol de Janeiro,ELVY Lab,13,,,0,0.00,
Sol de Janeiro,Karma Nuts,13,,,0,0.00,
Sol de Janeiro,Petaluma,12,,,0,0.00,
Sol de Janeiro,Haand Inc,12,,,0,0.00,
Sol de Janeiro,Glimmer Wish,12,,,0,0.00,
Sol de Janeiro,Needed,12,,,0,0.00,
Sol de Janeiro,RiotSociety.com,12,,,0,0.00,
Sol de Janeiro,Just Date,12,,,0,0.00,
Sol de Janeiro,böhme,12,,,0,0.00,
Sol de Janeiro,Ponto Footwear,12,,,0,0.00,
Sol de Janeiro,Gooselings,10,,,0,0.00,
Sol de Janeiro,Sprout Living,10,,,0,0.00,
Sol de Janeiro,Konny,10,,,0,0.00,
Sol de Janeiro,Black Wolf Nation,9,,,0,0.00,
Sol de Janeiro,inklings baby,9,,,0,0.00,
Sol de Janeiro,Maverick & Co.,9,,,0,0.00,
Sol de Janeiro,BOLDE,8,,,0,0.00,
Sol de Janeiro,Moby Wrap,8,,,0,0.00,
Sol de Janeiro,Botanical Bones,8,,,0,0.00,
Sol de Janeiro,Luca Faloni,8,,,0,0.00,
Sol de Janeiro,Tula Skincare,8,,,0,0.00,
Sol de Janeiro,Brook & York,7,,,0,0.00,
Sol de Janeiro,Year & Day,7,,,0,0.00,
Sol de Janeiro,Morphe,7,45,25,13,495.00,70714.28571000
Sol de Janeiro,Myles,7,,,0,0.00,
Sol de Janeiro,Bright Cellars,7,,,0,0.00,
Sol de Janeiro,SortJoy,6,,,0,0.00,
Sol de Janeiro,Safari Ltd,6,,,0,0.00,
Sol de Janeiro,OOBE BRAND,6,,,0,0.00,
Sol de Janeiro,Out of the Woods,6,,,0,0.00,
Sol de Janeiro,Tia Lupita,6,,,0,0.00,
Sol de Janeiro,NOMAD Grills,5,,,0,0.00,
Sol de Janeiro,MORI,5,,,0,0.00,
Sol de Janeiro,Spice Tribe,5,,,0,0.00,
Sol de Janeiro,Matador Meggings,5,,,0,0.00,
Sol de Janeiro,Covey Skincare,5,,,0,0.00,
Sol de Janeiro,Nutshell Coolers,5,,,0,0.00,
Sol de Janeiro,Oat Mama,5,,,0,0.00,
Sol de Janeiro,Modern Fuel,5,,,0,0.00,
Sol de Janeiro,Clevr Blends,4,40,0,1,40.00,10000.00000000
Sol de Janeiro,Caramels.com,4,,,0,0.00,
Sol de Janeiro,Cozy Earth,4,,,0,0.00,
Sol de Janeiro,Uncharted Coffee Supply,4,,,0,0.00,
Sol de Janeiro,Oeuf,4,,,0,0.00,
Sol de Janeiro,Droplette,4,,,0,0.00,
Sol de Janeiro,zing bars,4,,,0,0.00,
Sol de Janeiro,Alpha-H,4,,,0,0.00,
Sol de Janeiro,Verdant Lyfe,4,,,0,0.00,
Sol de Janeiro,sproos!,4,,,0,0.00,
Sol de Janeiro,Cleverman,3,,,0,0.00,
Sol de Janeiro,Faherty Brand,3,85,0,8,85.00,28333.33333000
Sol de Janeiro,SoaPen Inc,3,,,0,0.00,
Sol de Janeiro,ETOILE,3,,,0,0.00,
Sol de Janeiro,Spärkel Beverage Systems,3,,,0,0.00,
Sol de Janeiro,Paperclip,3,,,0,0.00,
Sol de Janeiro,"Love, Plants",3,,,0,0.00,
Sol de Janeiro,Fresh Clean Threads,3,,,0,0.00,
Sol de Janeiro,Feel Goods,3,,,0,0.00,
Sol de Janeiro,Red Racer Books,3,,,0,0.00,
Sol de Janeiro,Fasteak,3,,,0,0.00,
Sol de Janeiro,ILYSM,3,,,0,0.00,
Sol de Janeiro,EXOH,3,,,0,0.00,
Sol de Janeiro,Estella,3,,,0,0.00,
Sol de Janeiro,Hello Bello,3,,,0,0.00,
Sol de Janeiro,Firebelly Tea,3,,,0,0.00,
Sol de Janeiro,Salio,3,,,0,0.00,
Sol de Janeiro,Dope Dog,3,,,0,0.00,
Sol de Janeiro,neoNutritions,2,,,0,0.00,
Sol de Janeiro,Natemia,2,,,0,0.00,
Sol de Janeiro,kencko,2,,,0,0.00,
Sol de Janeiro,Just Human,2,,,0,0.00,
Sol de Janeiro,Kijibae,2,,,0,0.00,
Sol de Janeiro,Homefield,2,,,0,0.00,
Sol de Janeiro,Level Select CBD,2,,,0,0.00,
Sol de Janeiro,July A/C,2,,,0,0.00,
Sol de Janeiro,Kabrita,2,,,0,0.00,
Sol de Janeiro,Leath,2,,,0,0.00,
Sol de Janeiro,La V'rose Skincare,2,,,0,0.00,
Sol de Janeiro,Coromega,2,,,0,0.00,
Sol de Janeiro,Kahlmi,2,,,0,0.00,
Sol de Janeiro,Legends,2,,,0,0.00,
Sol de Janeiro,Les Belles,1,,,0,0.00,
Sol de Janeiro,Lillebaby,1,,,0,0.00,
Sol de Janeiro,NOT!CE Hair Co,1,,,0,0.00,
Sol de Janeiro,Sonic Power,1,,,0,0.00,
Sol de Janeiro,Carbon38,1,,,0,0.00,
