original_url,redirected_url
https://www.ettitude.com/checkouts/cn/c5b73c36c60c49654fb4471a69ac9093,https://www.ettitude.com
https://www.ettitude.com/checkouts/co/765bcb6932b7d09b6ed1bb2c880d5572,https://www.ettitude.com
https://www.flyingembers.com/checkouts/c/77e23cfdb7b5e8eb4806033e650b04d9,https://www.flyingembers.com
https://www.kosterina.com/checkouts/cn/5c875da6c21a3332dca6f3d844d12b8a,https://www.kosterina.com
https://www.kosterina.com/checkouts/cn/acddc91f32f64cbda6a5184744e519f3,https://www.kosterina.com
https://www.leminimacaron.com/checkouts/cn/04ab77721d9d32778a21b1630367e9fc,https://www.leminimacaron.com
https://www.mariobadescu.com/checkouts/c/1a5112e16484477483f1763ed7850926,https://www.mariobadescu.com
https://www.mariobadescu.com/checkouts/c/8fe3eea1af5147037fe90ac661c88ce9,https://www.mariobadescu.com
https://www.mariobadescu.com/checkouts/cn/947698d7e2a4dabf1b87a899ba80789d,https://www.mariobadescu.com
https://www.meetlalo.com/checkouts/co/d88a63ecca37bbd9ffe6ec52d89f9e27,https://www.meetlalo.com
https://www.morphe.com/checkouts/co/3a992fa3d91cd8bae0252697298bdef8,https://www.morphe.com
https://www.opopop.com/checkouts/co/c29f5270064f84a898b194a1fd1425a6,https://www.opopop.com
https://www.pretzels.com/56243323051/checkouts/1ca7a7d2a5f452960fdfff0025f577c1,https://www.pretzels.com/56243323051/checkouts/1ca7a7d2a5f452960fdfff0025f577c1
https://www.seavees.com/checkouts/co/85ca8178d17f578b10e86f65271e1833,https://www.seavees.com
https://www.seavees.com/checkouts/co/9f226bd17dd285403398570a55aa63e4,https://www.seavees.com
https://www.thousandfell.com/checkouts/co/7cfaed2f817ca1f434fd0c35b272b13e,https://www.thousandfell.com
https://www.tower28beauty.com/checkouts/cn/80fcdf8c1f9b672cb3e417bbd678d2b9,https://www.tower28beauty.com
https://www.tower28beauty.com/checkouts/cn/f5096884862d24223a8c3f92e406023c,https://www.tower28beauty.com
https://www.trueclassictees.com/22040084552/checkouts/40e1432773c83551852185cdec835cc5,https://www.trueclassictees.com/22040084552/checkouts/40e1432773c83551852185cdec835cc5
https://www.trueclassictees.com/checkouts/cn/7743acc8f320d868b6513580d5fc1a0f,https://www.trueclassictees.com
https://www.tula.com/17369637/checkouts/2d6757716ddd13d319a4b0811b683466,https://www.tula.com/17369637/checkouts/2d6757716ddd13d319a4b0811b683466
https://www.tula.com/17369637/checkouts/a72dfc0c7f7dd402b4f55dd94b8094eb,https://www.tula.com/17369637/checkouts/a72dfc0c7f7dd402b4f55dd94b8094eb
https://www.tula.com/17369637/checkouts/da6976518e7aba1719d7152a09862d0d,https://www.tula.com/17369637/checkouts/da6976518e7aba1719d7152a09862d0d
https://www.ursamajorvt.com/checkouts/co/ad9cc611b97cc9ad63738e6ff332dc03,https://www.ursamajorvt.com
https://www.ursamajorvt.com/checkouts/co/d8290db2bfaff83322872b112ca1cb68,https://www.ursamajorvt.com
https://www.us.rains.com/24181767/checkouts/462b62a186483f49a88fa2fc9edf97e3,https://www.us.rains.com/24181767/checkouts/462b62a186483f49a88fa2fc9edf97e3
https://www.us.rains.com/24181767/checkouts/9af8aa23eff4ab0355c5f5176f9b6d5a,https://www.us.rains.com/24181767/checkouts/9af8aa23eff4ab0355c5f5176f9b6d5a
https://www.wearlively.com/checkouts/co/60a6f997183ed56747436e993f1d8e41,https://www.wearlively.com/em-cgi/btag/
https://yearandday.com/checkouts/co/687a17ec8b558e6bb860f527414874ca,https://yearandday.com
https://yearandday.com/checkouts/co/f624cd3b248f6bc514bf9a9a66982dff,https://yearandday.com
https://ancientnutrition.com/pages/tracking?search=5669849-S&syclid=65328653-0365-4249-a777-2542549b56d2,https://ancientnutrition.com/pages/tracking?search=5669849-S&syclid=65328653-0365-4249-a777-2542549b56d2
https://bloomscape.com/checkout/order-received/1064744/?key=wc_order_ZfraPVMVsgqKP,https://bloomscape.com/checkout/order-received/1064744/?key=wc_order_ZfraPVMVsgqKP
https://bloomscape.com/checkout/order-received/1064900/?key=wc_order_njM9ZYFnq23iv,https://bloomscape.com/checkout/order-received/1064900/?key=wc_order_njM9ZYFnq23iv
https://oliversapparel.com/2664899/orders/a1fc67473a5e9579fb4d0f4ad99625ad,https://oliversapparel.com/2664899/orders/a1fc67473a5e9579fb4d0f4ad99625ad
https://www.brightcellars.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSFQ1VlpaVjc4SjA0RlhBR1ZKUEIzVFNG/thank-you,https://www.brightcellars.com
https://www.carawayhome.com/?utm_source=klaviyo&utm_medium=email&utm_campaign=%5BTransactional%5D%20Order%20Confirmation%202022&utm_klaviyo_id=01HSQCCF0NJDTZEPQRZ6BADH0V&_kx=5aBYg4eergUWVwaKXn9ZatFOce61mO1sU3x3P5Isvy4.JMdCfQ,https://www.carawayhome.com/?utm_source=klaviyo&utm_medium=email&utm_campaign=%5BTransactional%5D%20Order%20Confirmation%202022&utm_klaviyo_id=01HSQCCF0NJDTZEPQRZ6BADH0V&_kx=5aBYg4eergUWVwaKXn9ZatFOce61mO1sU3x3P5Isvy4.JMdCfQ
https://www.manscaped.com/checkout/thankyou/652f3c8ff67b60c3aaeca57e,https://www.manscaped.com/checkout/thankyou/652f3c8ff67b60c3aaeca57e
